pair_id,ingredient_a_id,ingredient_b_id,context,process_context,shared_compound_score,threshold_weighted_similarity,aroma_complement_score,aroma_contrast_score,taste_balance_score,dominance_risk,masking_risk,culinary_cooccurrence_score,cross_cuisine_support,sensory_study_score,literature_support,overall_pair_score,score_method_version,confidence,evidence_refs,explanation
PAIR-00001,ING-PLANT-ABRICOT-000001,ING-ANIMAL-AGNEAUVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00075,ING-PLANT-ABRICOT-000001,ING-DAIRY-ROQUEFORT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00076,ING-PLANT-ABRICOT-000001,ING-COND-SAUCESOJA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.800,0.250,0.000,,,,,0.110,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.80; risque dominance=0.25; masquage=0.00
PAIR-00077,ING-PLANT-ABRICOT-000001,ING-MARINE-SAUMON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00078,ING-PLANT-ABRICOT-000001,ING-TECH-SIROPDRABLE-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.200,,,,,0.065,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00079,ING-PLANT-ABRICOT-000001,ING-TECH-SUCREBLANC-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.400,0.375,0.200,,,,,0.065,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.20
PAIR-00080,ING-PLANT-ABRICOT-000001,ING-MARINE-THON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00081,ING-PLANT-ABRICOT-000001,ING-PLANT-THYM-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00082,ING-PLANT-ABRICOT-000001,ING-BEV-THNOIR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00083,ING-PLANT-ABRICOT-000001,ING-BEV-THVERT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00084,ING-PLANT-ABRICOT-000001,ING-PLANT-TOMATE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.600,0.250,0.000,,,,,0.120,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00085,ING-PLANT-ABRICOT-000001,ING-PLANT-TOMATESCHE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.600,0.250,0.000,,,,,0.130,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00086,ING-PLANT-ABRICOT-000001,ING-FUNGUS-TRUFFENOIRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00087,ING-PLANT-ABRICOT-000001,ING-PLANT-VANILLEGOUSS-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.200,,,,,0.065,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00088,ING-PLANT-ABRICOT-000001,ING-BEV-VINBLANCMOEL-000001,all,raw_or_cooked,0.000,0.000,0.400,0.600,0.400,0.250,0.400,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.40; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-00089,ING-PLANT-ABRICOT-000001,ING-BEV-VINBLANCSEC-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.000,,,,,0.080,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00090,ING-PLANT-ABRICOT-000001,ING-BEV-VINROUGE-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.400,0.250,0.200,,,,,0.033,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00091,ING-PLANT-ABRICOT-000001,ING-TECH-VINAIGREBALS-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.000,,,,,0.080,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00092,ING-PLANT-ABRICOT-000001,ING-TECH-VINAIGREDEVI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00093,ING-PLANT-ABRICOT-000001,ING-BEV-WHISKY-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.375,0.000,,,,,0.005,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.38; masquage=0.00
PAIR-00094,ING-PLANT-ABRICOT-000001,ING-FERMENT-YAOURTNATURE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00095,ING-PLANT-ABRICOT-000001,ING-PLANT-CHALOTE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00096,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-AIL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00097,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-ANANAS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00098,ING-ANIMAL-AGNEAUVIANDE-000001,ING-MARINE-ANCHOIS-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00099,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-ANETH-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00100,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-BANANE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00101,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-BASILIC-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00102,ING-ANIMAL-AGNEAUVIANDE-000001,ING-DAIRY-BEURRECLARIF-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.200,0.250,0.200,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-00103,ING-ANIMAL-AGNEAUVIANDE-000001,ING-DAIRY-BEURREDOUX-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00104,ING-ANIMAL-AGNEAUVIANDE-000001,ING-BEV-BIREIPA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00105,ING-ANIMAL-AGNEAUVIANDE-000001,ING-BEV-BIREBLONDELA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00106,ING-ANIMAL-AGNEAUVIANDE-000001,ING-BEV-BIRESTOUT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00107,ING-ANIMAL-AGNEAUVIANDE-000001,ING-ANIMAL-BUFVIANDE-000001,all,raw_or_cooked,0.000,0.000,0.600,0.400,0.200,0.250,0.600,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.60; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.60
PAIR-00108,ING-ANIMAL-AGNEAUVIANDE-000001,ING-MARINE-CABILLAUD-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.200,0.250,0.000,,,,,0.065,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00109,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-CACAOENPOUDR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00110,ING-ANIMAL-AGNEAUVIANDE-000001,ING-BEV-CAFESPRESSO-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00111,ING-ANIMAL-AGNEAUVIANDE-000001,ING-BEV-CAFFILTRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00112,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CANNELLE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00113,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CASSIS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00114,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CERISE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00115,ING-ANIMAL-AGNEAUVIANDE-000001,ING-FUNGUS-CHAMPIGNONDE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.200,0.250,0.000,,,,,0.050,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00116,ING-ANIMAL-AGNEAUVIANDE-000001,ING-DAIRY-CHEDDAR-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.400,0.250,0.400,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.40
PAIR-00117,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-CHOCOLATAULA-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.400,0.250,0.200,,,,,0.040,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00118,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-CHOCOLATNOIR-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00119,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-CHOCOLATNOIR-000002,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00120,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CIBOULETTE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00121,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CITRONJAUNE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00122,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CITRONVERT-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00123,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CLOUDEGIROFL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.715,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00124,ING-ANIMAL-AGNEAUVIANDE-000001,ING-DAIRY-COMT-000001,all,raw_or_cooked,0.000,0.000,0.143,0.857,0.400,0.250,0.200,,,,,0.033,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.14; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00125,ING-ANIMAL-AGNEAUVIANDE-000001,ING-FERMENT-CONCENTRDETO-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.200,0.250,0.200,,,,,0.025,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-00126,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CORIANDREFRA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00127,ING-ANIMAL-AGNEAUVIANDE-000001,ING-FERMENT-COULISDETOMA-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.200,,,,,0.065,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00128,ING-ANIMAL-AGNEAUVIANDE-000001,ING-MARINE-CREVETTE-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.400,0.250,0.200,,,,,0.065,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00129,ING-ANIMAL-AGNEAUVIANDE-000001,ING-DAIRY-CRMELIQUIDEE-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00130,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-CURCUMA-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00131,ING-ANIMAL-AGNEAUVIANDE-000001,ING-FUNGUS-CPE-000001,all,raw_or_cooked,0.000,0.000,0.167,0.833,0.200,0.250,0.200,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.17; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-00132,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-ESTRAGON-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00133,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-FRAISE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.745,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00134,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-FRAMBOISE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00135,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-FRUITDELAPAS-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00136,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-GINGEMBRE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00137,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-HUILEDOLIVEV-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00138,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-HUILEDECOLZA-000001,all,raw_or_cooked,0.000,0.000,0.333,0.667,0.200,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.33; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-00139,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-HUILEDETOURN-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.200,0.250,0.200,,,,,0.025,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-00140,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-KIWI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.600,0.250,0.000,,,,,0.070,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.60; risque dominance=0.25; masquage=0.00
PAIR-00141,ING-ANIMAL-AGNEAUVIANDE-000001,ING-DAIRY-LAITENTIER-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00142,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-MANGUE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00143,ING-ANIMAL-AGNEAUVIANDE-000001,ING-PLANT-MENTHE-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
PAIR-00144,ING-ANIMAL-AGNEAUVIANDE-000001,ING-TECH-MIEL-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.400,0.250,0.000,,,,,0.030,1.0.0,0.730,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.00
PAIR-00145,ING-ANIMAL-AGNEAUVIANDE-000001,ING-COND-MISOBLANC-000001,all,raw_or_cooked,0.000,0.000,0.200,0.800,0.400,0.250,0.200,,,,,0.050,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.20; équilibre gustatif=0.40; risque dominance=0.25; masquage=0.20
PAIR-00146,ING-ANIMAL-AGNEAUVIANDE-000001,ING-MARINE-MOULE-000001,all,raw_or_cooked,0.000,0.000,0.250,0.750,0.200,0.250,0.200,,,,,0.025,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.25; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.20
PAIR-00147,ING-ANIMAL-AGNEAUVIANDE-000001,ING-COND-MOUTARDEDEDI-000001,all,raw_or_cooked,0.000,0.000,0.000,1.000,0.200,0.250,0.000,,,,,0.000,1.0.0,0.700,DESCRIPTOR|AROMA_COMPOUND,Jaccard composés=0.00; Jaccard descripteurs=0.00; équilibre gustatif=0.20; risque dominance=0.25; masquage=0.00
